,agency_name,ori
9362,Florida Game Commission: Hardee County,FL0258000
9363,Pembroke Park Police Department,FL0063000
9364,Holly Hill Police Department,FL0640700
9365,Zephyrhills Police Department,FL0510300
9366,Williston Police Department,FL0380400
9367,"Department of Corrections, Office of the Inspector General: Hardee County",FL0250400
9368,Department of Insurance: Duval County,FL0167000
9369,"Department of Corrections, Office of the Inspector General: Broward County",FL0064400
9370,Indian River Shores Police Department,FL0310400
9371,Florida A&M University,FL0370700
9372,Division of Alcoholic Beverages and Tobacco: Dixie County,FL015500X
9373,Highway Patrol: Polk County,FL0539000
9374,Brevard County Sheriff's Office,FL0050000
9375,Jupiter Police Department,FL0501700
9376,Orange County Sheriff's Office,FL0480000
9377,St. Petersburg-Clearwater International Airport,FL0522800
9378,Gulfport Police Department,FL0520500
9379,Florida Game Commission: Indian River County,FL0318000
9380,Florida Game Commission: Walton County,FL0668000
9381,Pensacola State College,FL0179100
9382,Cottondale Police Department,FL0320200
9383,"Department of Corrections, Office of the Inspector General: Flagler County",FL0180500
9384,Palatka Police Department,FL0540100
9385,Florida International University,FL0133100
9386,Division of Alcoholic Beverages and Tobacco: Volusia County,FL0645000
9387,Florida Game Commission: Gulf County,FL0238000
9388,Highway Patrol: Liberty County,FL0399000
9389,Davenport Police Department,FL0530300
9390,"Department of Corrections, Office of the Inspector General: Bay County",FL0031600
9391,Highway Patrol: Okeechobee County,FL0479000
9392,Margate Police Department,FL0062100
9393,Highway Patrol: Bradford County,FL0049000
9394,University of West Florida,FL0170400
9395,"Department of Corrections, Office of the Inspector General: Baker County",FL002040X
9396,Lake Helen Police Department,FL0640800
9397,Parkland Police Department,FL0063300
9398,Hampton Police Department,FL0040200
9399,Florida Game Commission: Bay County,FL0038000
9400,Naples Police Department,FL0110100
9401,South Bay Police Department,FL0502900
9402,Palm Beach Police Department,FL0500600
9403,Florida Game Commission: Okaloosa County,FL0468000
9404,Jefferson County Sheriff's Office,FL0330000
9405,South Pasadena Police Department,FL0521600
9406,Winter Springs Police Department,FL0590600
9407,Florida Game Commission: Escambia County,FL0178000
9408,University of North Florida,FL0160600
9409,Clewiston Police Department,FL0260100
9410,Division of Alcoholic Beverages and Tobacco: Gilchrist County,FL021500X
9411,Key Biscayne Police Department,FL0134300
9412,Virginia Gardens Police Department,FL0132000
9413,Palm Bay Police Department,FL0051200
9414,Valparaiso Police Department,FL0460400
9415,Department of Insurance: Palm Beach County,FL0507000
9416,Highway Patrol: Clay County,FL0109000
9417,Florida Game Commission: Pinellas County,FL0528000
9418,Mexico Beach Police Department,FL0030400
9419,Division of Alcoholic Beverages and Tobacco: Lee County,FL0365000
9420,Cooper City Police Department,FL0061000
9421,Port Richey Police Department,FL0510400
9422,"Department of Corrections, Office of the Inspector General: DeSoto County",FL0162900
9423,Highway Patrol: Franklin County,FL0199000
9424,Vero Beach Police Department,FL0310300
9425,Florida Game Commission: Pasco County,FL0518000
9426,Carrabelle Police Department,FL0190200
9427,Dunedin Police Department,FL0520400
9428,Florida Game Commission: Leon County,FL0370800
9429,Jupiter Inlet Colony Police Department,FL0501800
9430,Division of Alcoholic Beverages and Tobacco: Palm Beach County,FL050600X
9431,Florida Game Commission: Flagler County,FL0188000
9432,Highway Patrol: Indian River County,FL0319000
9433,Marianna Police Department,FL0320100
9434,Highway Patrol: Hardee County,FL0259000
9435,Putnam County Sheriff's Office,FL0540000
9436,"Department of Law Enforcement: Miami-Dade County, Miami",FL0133000
9437,Florida Game Commission: Nassau County,FL0458000
9438,Orange Park Police Department,FL0100200
9439,Bartow Police Department,FL0530200
9440,Florida Game Commission: Baker County,FL0028000
9441,Lighthouse Point Police Department,FL0062000
9442,University of Florida,FL0010600
9443,"Department of Corrections, Office of the Inspector General: Walton County",FL0660500
9444,"Department of Corrections, Office of the Inspector General: Alachua County",FL0012900
9445,Florida Game Commission: Hamilton County,FL0248000
9446,Wauchula Police Department,FL0250200
9447,Florida Game Commission: Washington County,FL0678000
9448,Oak Hill Police Department,FL0640900
9449,Wellington Police Department,FL050950X
9450,St. Pete Beach Police Department,FL0521500
9451,Niceville Police Department,FL0460300
9452,Division of Alcoholic Beverages and Tobacco: Citrus County,FL009500X
9453,Riviera Beach Police Department,FL0500700
9454,Titusville Police Department,FL0051100
9455,Collier County Sheriff's Office,FL0110000
9456,"Department of Law Enforcement: Orange County, Orlando",FL0481100
9457,"Department of Corrections, Office of the Inspector General: Suwannee County",FL0611000
9458,Lake Mary Police Department,FL0590700
9459,Division of Alcoholic Beverages and Tobacco: Sarasota County,FL0585000
9460,Jacksonville Aviation Authority,FL0160700
9461,Division of Alcoholic Beverages and Tobacco: Martin County,FL043500X
9462,Hendry County Sheriff's Office,FL0260000
9463,Florida Game Commission: Liberty County,FL0398000
9464,"Department of Corrections, Office of the Inspector General: Levy County",FL0380600
9465,Parker Police Department,FL0032600
9466,Starke Police Department,FL0040100
9467,Okeechobee Police Department,FL0470100
9468,Lake Wales Police Department,FL0531300
9469,Fort Lauderdale Airport Police,FL0063200
9470,Sumter County Sheriff's Office,FL0600000
9471,Florida Game Commission: Holmes County,FL0308000
9472,Division of Alcoholic Beverages and Tobacco: Osceola County,FL049500X
9473,Sanibel Police Department,FL0360300
9474,North Lauderdale Police Department,FL0062300
9475,Broward County Sheriff's Office,FL0060000
9476,Sarasota-Manatee Airport Authority,FL0580600
9477,Division of Alcoholic Beverages and Tobacco: Santa Rosa County,FL057500X
9478,Desoto County Sheriff's Office,FL0140000
9479,Division of Alcoholic Beverages and Tobacco: Wakulla County,FL065500X
9480,North Redington Beach Police Department,FL0522600
9481,Clearwater Police Department,FL0520300
9482,Lake Park Police Department,FL0501900
9483,Sebring Police Department,FL0280300
9484,Glades County Sheriff's Office,FL0220000
9485,Miami-Dade County Public Schools,FL0133700
9486,Groveland Police Department,FL0350500
9487,Biscayne Park Police Department,FL0131400
9488,Fernandina Beach Police Department,FL0450100
9489,Cocoa Police Department,FL0050200
9490,Highway Patrol: Pinellas County,FL0529000
9491,Auburndale Police Department,FL0530100
9492,"Department of Corrections, Office of the Inspector General: Lake County",FL035170X
9493,Highway Patrol: Gilchrist County,FL0219000
9494,"Department of Corrections, Office of the Inspector General: Hernando County",FL0270500
9495,"Department of Corrections, Office of the Inspector General: Lee County",FL0361400
9496,Davie Police Department,FL0061200
9497,Highway Patrol: Sumter County,FL0609000
9498,Gretna Police Department,FL0200400
9499,"Department of Corrections, Office of the Inspector General: Washington County",FL067050X
9500,St. Petersburg Police Department,FL0521400
9501,West Palm Beach Police Department,FL0500800
9502,Florida Game Commission: Gadsden County,FL0208000
9503,Highway Patrol: Brevard County,FL0059000
9504,Florida Game Commission: Seminole County,FL0598000
9505,Highway Patrol: Lee County,FL0369000
9506,Florida City Police Department,FL0130300
9507,Bonifay Police Department,FL0300100
9508,Oviedo Police Department,FL0590400
9509,Hillsborough County Sheriff's Office,FL0290000
9510,Lakeland Police Department,FL0531200
9511,Division of Alcoholic Beverages and Tobacco: Lafayette County,FL034500X
9512,Panama City Beach Police Department,FL0030600
9513,Florida Game Commission: Bradford County,FL0048000
9514,Trenton Police Department,FL0210200
9515,"Department of Corrections, Office of the Inspector General: Columbia County",FL0120500
9516,Highway Patrol: Washington County,FL0679000
9517,Lee County Port Authority,FL0360400
9518,New College of Florida,FL0580700
9519,Miramar Police Department,FL0062200
9520,Arcadia Police Department,FL0140100
9521,Lake Clarke Shores Police Department,FL0505000
9522,Florida Game Commission: Hernando County,FL0278000
9523,Lake Placid Police Department,FL0280200
9524,Belleair Bluffs Police Department,FL0520200
9525,Suwannee County Sheriff's Office,FL0610000
9526,Florida Game Commission: Monroe County,FL0448000
9527,"Department of Corrections, Office of the Inspector General: Manatee County",FL0410900
9528,State Fire Marshal,FL0371300
9529,Florida Game Commission: Lee County,FL0368000
9530,Howey-In-the-Hills Police Department,FL0350600
9531,Division of Alcoholic Beverages and Tobacco: Marion County,FL0425000
9532,Surfside Police Department,FL0131300
9533,Windermere Police Department,FL0480900
9534,"Department of Corrections, Office of the Inspector General: Marion County",FL042090X
9535,Polk County Sheriff's Office,FL0530000
9536,Division of Alcoholic Beverages and Tobacco: Clay County,FL010500X
9537,Florida Game Commission: Franklin County,FL0198000
9538,Division of Alcoholic Beverages and Tobacco: Hardee County,FL025500X
9539,Levy County Sheriff's Office,FL0380000
9540,Highway Patrol: Miami-Dade County,FL0139000
9541,Coconut Creek Police Department,FL0061100
9542,Midway Police Department,FL0200500
9543,Seminole Tribal,FL0063400
9544,Lawtey Police Department,FL0040300
9545,Atlantis Police Department,FL0500900
9546,Safety Harbor Police Department,FL0521300
9547,"Department of Corrections, Office of the Inspector General: Franklin County",FL019040X
9548,Florida Game Commission: Columbia County,FL0128000
9549,Indian Creek Village Police Department,FL0132500
9550,"Department of Corrections, Office of the Inspector General: Collier County",FL0110600
9551,"Department of Corrections, Office of the Inspector General: Martin County",FL0430600
9552,Coral Gables Police Department,FL0130200
9553,Plant City Police Department,FL0290100
9554,"Department of Corrections, Office of the Inspector General: Holmes County",FL0300200
9555,Sanford Police Department,FL0590500
9556,Lake Hamilton Police Department,FL0531100
9557,"Department of Corrections, Office of the Inspector General: Pasco County",FL0510700
9558,Springfield Police Department,FL0030500
9559,Highway Patrol: Highlands County,FL0289000
9560,Center Hill Police Department,FL0600200
9561,Highway Patrol: Nassau County,FL0459000
9562,Deerfield Beach Police Department,FL0060200
9563,Key West Police Department,FL0440100
9564,Indian River County Sheriff's Office,FL0310000
9565,Division of Alcoholic Beverages and Tobacco: Bay County,FL0035000
9566,"Department of Law Enforcement: Lee County, Fort Myers",FL0360500
9567,Highway Patrol: Leon County,FL0379000
9568,"Department of Corrections, Office of the Inspector General: Glades County",FL0220200
9569,"Department of Corrections, Office of the Inspector General: Sumter County",FL060060X
9570,Avon Park Police Department,FL0280100
9571,Belleair Police Department,FL0520100
9572,"Department of Corrections, Office of the Inspector General: Okaloosa County",FL0461200
9573,Tallahassee Police Department,FL0370300
9574,Florida Game Commission: Brevard County,FL0058000
9575,Perry Police Department,FL0620100
9576,Mascotte Police Department,FL0350700
9577,Opa Locka Police Department,FL0131200
9578,Highway Patrol: Suwannee County,FL0619000
9579,Highway Patrol: Columbia County,FL0129000
9580,"Florida Highway Patrol, Headquarters",FLFHP0000
9581,Gulf County Sheriff's Office,FL0230000
9582,Division of Alcoholic Beverages and Tobacco: St. Lucie County,FL0565000
9583,Division of Alcoholic Beverages and Tobacco: Walton County,FL066500X
9584,Florida Game Commission: Sarasota County,FL0588000
9585,Hillsboro Beach Police Department,FL0061400
9586,Port Canaveral Police Department,FL0059200
9587,Greensboro Police Department,FL0200600
9588,"Department of Corrections, Office of the Inspector General: Taylor County",FL062020X
9589,Highway Patrol: Glades County,FL0229000
9590,Okaloosa County Sheriff's Office,FL0460000
9591,Division of Alcoholic Beverages and Tobacco: Flagler County,FL0185000
9592,Redington Beaches Police Department,FL0521200
9593,"Department of Corrections, Office of the Inspector General: Hendry County",FL0260500
9594,Sewall's Point Police Department,FL0430300
9595,"Department of Corrections, Office of the Inspector General: Miami-Dade County",FL0134700
9596,Golden Beach Police Department,FL0132400
9597,Bal Harbour Village Police Department,FL0130100
9598,Highway Patrol: Broward County,FL0069000
9599,West Melbourne Police Department,FL0051600
9600,Wildwood Police Department,FL0600500
9601,"Department of Corrections, Office of the Inspector General: Nassau County",FL0451100
9602,Casselberry Police Department,FL0590200
9603,Lake Alfred Police Department,FL0531000
9604,Florida Game Commission: Gilchrist County,FL0218000
9605,Cedar Key Police Department,FL0380100
9606,Division of Alcoholic Beverages and Tobacco: Pasco County,FL051500X
9607,Oakland Park Police Department,FL0062400
9608,Florida Game Commission: Sumter County,FL0608000
9609,Dania Police Department,FL0060100
9610,Pinellas County Sheriff's Office,FL0520000
9611,Key Colony Beach Police Department,FL0440200
9612,Florida Game Commission: Hendry County,FL0268000
9613,Highlands County Sheriff's Office,FL0280000
9614,Division of Alcoholic Beverages and Tobacco: Lake County,FL035500X
9615,Highway Patrol: Seminole County,FL0599000
9616,"Department of Law Enforcement: Leon County, Tallahassee",FL0370400
9617,Live Oak Police Department,FL0610200
9618,Taylor County Sheriff's Office,FL0620000
9619,Doral Police Department,FL0131100
9620,Nassau County Sheriff's Office,FL0450000
9621,Division of Alcoholic Beverages and Tobacco: Escambia County,FL0175000
9622,Division of Alcoholic Beverages and Tobacco: Baker County,FL002500X
9623,Cocoa Beach Police Department,FL0050300
9624,Minneola Police Department,FL0350800
9625,Port St. Joe Police Department,FL0230100
9626,Pinellas Park Police Department,FL0521100
9627,"Department of Corrections, Office of the Inspector General: Bradford County",FL0040500
9628,Florida Game Commission: Collier County,FL0118000
9629,Division of Alcoholic Beverages and Tobacco: Manatee County,FL041500X
9630,Highway Patrol: Hernando County,FL0279000
9631,Liberty County Sheriff's Office,FL0390000
9632,Division of Alcoholic Beverages and Tobacco: Hamilton County,FL024500X
9633,Highway Patrol: Monroe County,FL0449000
9634,Miami-Dade County Police Department,FL0130000
9635,Calhoun County Sheriff's Office,FL0070000
9636,"Department of Corrections, Office of the Inspector General: Santa Rosa County",FL057070X
9637,Department of Insurance: Lee County,FL0367000
9638,Webster Police Department,FL0600400
9639,Longwood Police Department,FL0590300
9640,Melbourne Village Police Department,FL0051500
9641,Holmes County Sheriff's Office,FL0300000
9642,Chiefland Police Department,FL0380200
9643,Lynn Haven Police Department,FL0030700
9644,"Department of Corrections, Office of the Inspector General: Polk County",FL053210X
9645,Florida Game Commission: Martin County,FL0438000
9646,"Department of Corrections, Office of the Inspector General: Pinellas County",FL0522200
9647,South Palm Beach Police Department,FL0503000
9648,Highway Patrol: Taylor County,FL0629000
9649,Sunrise Police Department,FL0062700
9650,Hallandale Police Department,FL0060400
9651,Duval County Schools,FL0161100
9652,Florida Game Commission: Santa Rosa County,FL0578000
9653,"Department of Corrections, Office of the Inspector General: Jackson County",FL0320800
9654,Florida Game Commission: DeSoto County,FL0148000
9655,"Department of Corrections, Office of the Inspector General: Seminole County",FL0591100
9656,North Miami Police Department,FL0131800
9657,Eustis Police Department,FL0350100
9658,Indian Harbour Beach Police Department,FL0050600
9659,Palmetto Police Department,FL0410600
9660,Orange City Police Department,FL0641000
9661,Florida Game Commission: Osceola County,FL0498000
9662,"Department of Corrections, Office of the Inspector General: Orange County",FL0482900
9663,Winter Park Police Department,FL0480600
9664,Venice Police Department,FL0580200
9665,Division of Alcoholic Beverages and Tobacco: Madison County,FL040500X
9666,Florida Game Commission: Broward County,FL0068000
9667,Gadsden County Sheriff's Office,FL0200000
9668,Union County Sheriff's Office,FL0630000
9669,Florida Game Commission: Hillsborough County,FL0298000
9670,Oldsmar Police Department,FL0521000
9671,Department of Insurance: Miami-Dade County,FL0137000
9672,Division of Alcoholic Beverages and Tobacco: Okeechobee County,FL047500X
9673,Dunnellon Police Department,FL0420300
9674,Lauderdale-by-the-Sea Police Department,FL0061600
9675,Miami Lakes Police Department,FL0139300
9676,Division of Alcoholic Beverages and Tobacco: Bradford County,FL004500X
9677,Seminole County Sheriff's Office,FL0590000
9678,Palm Beach County School District,FL0504200
9679,Highway Patrol: Marion County,FL0429000
9680,Umatilla Police Department,FL0351200
9681,Miami Beach Police Department,FL0130700
9682,Altha Police Department,FL0070100
9683,Melbourne International Airport,FL0051800
9684,Stuart Police Department,FL0430100
9685,Florida Game Commission: Lafayette County,FL0348000
9686,"Department of Corrections, Office of the Inspector General: St. Johns County",FL0550900
9687,Monroe County Sheriff's Office,FL0440000
9688,Department of Insurance: Hillsborough County,FL0297000
9689,Division of Alcoholic Beverages and Tobacco: Franklin County,FL019500X
9690,Fort Lauderdale Police Department,FL0060300
9691,Tequesta Police Department,FL0503100
9692,North Port Police Department,FL0580300
9693,Sea Ranch Lakes Police Department,FL0062600
9694,Alachua County Sheriff's Office,FL0010000
9695,"Department of Corrections, Office of the Inspector General: Dixie County",FL0150300
9696,Southwest Ranches Police Department,FL006380X
9697,North Bay Village Police Department,FL0131700
9698,Leesburg Police Department,FL0350200
9699,Highway Patrol: Calhoun County,FL0079000
9700,"Department of Corrections, Office of the Inspector General: Highlands County",FL0280600
9701,Indialantic Police Department,FL0050500
9702,Winter Garden Police Department,FL0480500
9703,Palmetto Bay Police Department,FL013950X
9704,Longboat Key Police Department,FL0410500
9705,"Department of Corrections, Office of the Inspector General: Escambia County",FL0171000
9706,Highway Patrol: Lafayette County,FL0349000
9707,Lee County Sheriff's Office,FL0360000
9708,"Department of Corrections, Office of the Inspector General: Calhoun County",FL007030X
9709,Division of Alcoholic Beverages and Tobacco: Hernando County,FL027500X
9710,Highway Patrol: Martin County,FL0439000
9711,Quincy Police Department,FL0200100
9712,Division of Alcoholic Beverages and Tobacco: St. Johns County,FL055500X
9713,Department of Insurance: Orange County,FL0487000
9714,Lantana Police Department,FL0502000
9715,Altamonte Springs Police Department,FL0590100
9716,"Department of Corrections, Office of the Inspector General: St. Lucie County",FL0560600
9717,Lady Lake Police Department,FL0351300
9718,Sweetwater Police Department,FL0132900
9719,Belle Isle Police Department,FL0489300
9720,Miami Police Department,FL0130600
9721,Florida Game Commission: Suwannee County,FL0618000
9722,"Department of Law Enforcement: Hillsborough County, Tampa",FL0290500
9723,Florida Game Commission: Marion County,FL0428000
9724,Blountstown Police Department,FL0070200
9725,Jupiter Island Police Department,FL0430200
9726,Atlantic Beach Police Department,FL0160100
9727,Highway Patrol: Dixie County,FL0159000
9728,"Department of Corrections, Office of the Inspector General: Lafayette County",FL0340300
9729,Charlotte County Sheriff's Office,FL0080000
9730,Highway Patrol: Sarasota County,FL0589000
9731,Division of Alcoholic Beverages and Tobacco: Columbia County,FL012500X
9732,Highway Patrol: Hillsborough County,FL0299000
9733,"Department of Corrections, Office of the Inspector General: DeSoto County",FL0140200
9734,Plantation Police Department,FL0060600
9735,Belleair Beach Police Department,FL0522000
9736,Gulf Breeze Police Department,FL0570200
9737,Clermont Police Department,FL0350300
9738,Miccosukee Tribal,FL0133900
9739,Hialeah Gardens Police Department,FL0131600
9740,Melbourne Beach Police Department,FL0050800
9741,Oakland Police Department,FL0480800
9742,Holmes Beach Police Department,FL0410400
9743,Dixie County Sheriff's Office,FL0150000
9744,Sarasota County Sheriff's Office,FL0580000
9745,Port Orange Police Department,FL0641200
9746,Fort Myers Police Department,FL0360100
9747,Chattahoochee Police Department,FL0200200
9748,Manalapan Police Department,FL0502100
9749,Ocala Police Department,FL0420100
9750,Highway Patrol: Lake County,FL0359000
9751,Division of Alcoholic Beverages and Tobacco: Jefferson County,FL033500X
9752,Lauderhill Police Department,FL0061800
9753,Aventura Police Department,FL0139100
9754,Astatula Police Department,FL0351400
9755,Homestead Police Department,FL0130500
9756,Division of Alcoholic Beverages and Tobacco: Orange County,FL0485000
9757,Division of Alcoholic Beverages and Tobacco: Brevard County,FL0055000
9758,Tallahassee Community College,FL0372200
9759,Tampa Police Department,FL0290200
9760,"Department of Corrections, Office of the Inspector General: Sarasota County",FL0581100
9761,Volusia County Sheriff's Office,FL0640000
9762,Florida School for the Deaf and Blind,FL0550700
9763,"Department of Corrections, Office of the Inspector General: Charlotte County",FL0080100
9764,Highway Patrol: Manatee County,FL0419000
9765,Gilchrist County Sheriff's Office,FL0210000
9766,Palm Beach Shores Police Department,FL0503300
9767,Florida Game Commission: Lake County,FL0358000
9768,"Department of Corrections, Office of the Inspector General: Osceola County",FL0490500
9769,Florida Game Commission: Miami-Dade County,FL0138100
9770,Coral Springs Police Department,FL0062800
9771,Hollywood Police Department,FL0060500
9772,"Department of Corrections, Office of the Inspector General: Palm Beach County",FL0505600
9773,El Portal Police Department,FL0131500
9774,Leon County Sheriff's Office,FL0370000
9775,Melbourne Police Department,FL0050700
9776,Fruitland Park Police Department,FL0350400
9777,Florida Game Commission: Highlands County,FL0288000
9778,Bradenton Beach Police Department,FL0410300
9779,Cross City Police Department,FL0150100
9780,Eatonville Police Department,FL0480700
9781,Sarasota Police Department,FL0580100
9782,Highway Patrol: Charlotte County,FL0089000
9783,Florida Game Commission: Manatee County,FL0418000
9784,South Daytona Police Department,FL0641300
9785,Cape Coral Police Department,FL0360200
9786,Department of Insurance: Pinellas County,FL0523000
9787,Mangonia Park Police Department,FL0502200
9788,Havana Police Department,FL0200300
9789,Village of Pinecrest Police Department,FL0139200
9790,Florida Game Commission: Taylor County,FL0628000
9791,"Department of Corrections, Office of the Inspector General: Madison County",FL040060X
9792,Lauderdale Lakes Police Department,FL0061700
9793,Belleview Police Department,FL0420200
9794,Highway Patrol: DeSoto County,FL0149000
9795,Division of Alcoholic Beverages and Tobacco: Putnam County,FL054500X
9796,Hialeah Police Department,FL0130400
9797,Florida Game Commission: Calhoun County,FL0078000
9798,Highway Patrol: Santa Rosa County,FL0579000
9799,Division of Alcoholic Beverages and Tobacco: Collier County,FL011500X
9800,Citrus County Sheriff's Office,FL0090000
9801,Division of Alcoholic Beverages and Tobacco: Hendry County,FL026500X
9802,Medley Police Department,FL0132700
9803,Temple Terrace Police Department,FL0290300
9804,Highway Patrol: Gadsden County,FL0209000
9805,Martin County Sheriff's Office,FL0430000
9806,Highway Patrol: Union County,FL0639000
9807,Daytona Beach Police Department,FL0640100
9808,Division of Alcoholic Beverages and Tobacco: Sumter County,FL060500X
9809,Punta Gorda Police Department,FL0080200
9810,Florida Game Commission: St. Lucie County,FL0568000
9811,"Department of Corrections, Office of the Inspector General: Volusia County",FL0642400
9812,Florida Southwestern State College,FL0361300
9813,Division of Alcoholic Beverages and Tobacco: Jackson County,FL0325000
9814,Department of Insurance: Broward County,FL0067000
9815,Winnemucca Police Department,NV0070100
9816,State Fire Marshal,NV0131300
9817,Capitol Police,NV0131500
9818,Lyon County Sheriff's Office,NV0100000
9819,North Las Vegas Police Department,NV0020200
9820,Highway Patrol: Northeastern Division,NV0049900
9821,University of Nevada: Reno,NV0160300
9822,Department of Public Safety Investigative Division,NV0131100
9823,Boulder City Police Department,NV0020400
9824,Yerington Paiute Tribal,NV0100200
9825,Moapa Tribal,NVDI05800
9826,Nye County Sheriff's Office,NV0120000
9827,Reno Police Department,NV0160100
9828,Mineral County Sheriff's Office,NV0110000
9829,Douglas County Sheriff's Office,NV0030000
9830,University of Nevada: Las Vegas,NV0021000
9831,Reno Tahoe Airport Authority,NV0161600
9832,Clark County School District,NV0021600
9833,Carson City County Sheriff's Office,NV0130000
9834,Elko Police Department,NV0040100
9835,College of Southern Nevada,NV0025000
9836,Western Nevada Agency,NVDI05000
9837,Pershing County Sheriff's Office,NV0140000
9838,Washoe Tribal,NV0031000
9839,Churchill County Sheriff's Office,NV0010000
9840,Duckwater Tribal,NVDI06600
9841,Reno-Sparks Indian Colony,NVDI00300
9842,Yomba Shoshone Tribal,NVDI06400
9843,West Wendover Police Department,NV0040500
9844,Ely Shoshone Tribal,NVDI00700
9845,Lovelock Paiute Tribal,NVDI00500
9846,Washoe County School District,NV0161000
9847,North Las Vegas Fire Department Arson Investigations,NV0021800
9848,Reno Municipal Court Marshal,NV016781J
9849,Lincoln County Sheriff's Office,NV0090000
9850,Humboldt County School District,NV0070200
9851,Las Vegas Paiute Tribal,NV0022000
9852,Las Vegas Metropolitan Police Department Police Department,NV0020100
9853,Storey County Sheriff's Office,NV0150000
9854,Secretary of State Securities Division Enforcement Section,NV002300X
9855,Henderson Police Department,NV0020300
9856,Yerington Police Department,NV0100100
9857,Eureka County Sheriff's Office,NV0060000
9858,Lander County Sheriff's Office,NV0080000
9859,Pyramid Lake Tribal,NVDI05700
9860,Walker River Tribal,NVDI05500
9861,Sparks Police Department,NV0160200
9862,Taxicab Authority,NV0020700
9863,Mesquite Police Department,NV0020900
9864,Washoe County Sheriff's Office,NV0160000
9865,Humboldt County Sheriff's Office,NV0070000
9866,Las Vegas Fire and Rescue Arson Bomb Unit,NV0021500
9867,Highway Patrol: Southern Division,NV0029900
9868,Elko County Sheriff's Office,NV0040000
9869,Eastern Nevada Agency,NVDI05100
9870,White Pine County Sheriff's Office,NV0170000
9871,Carlin Police Department,NV0040200
9872,Fallon Police Department,NV0010100
9873,South Fork Band Tribal,NVDI06500
9874,Western Shoshone Tribal,NVDI06300
9875,Highway Patrol: Northwestern Division,NV0169900
9876,Lovelock Police Department,NV0140100
9877,Fallon Tribal,NVDI00800
9878,Esmeralda County Sheriff's Office,NV0050000
9879,Woodway Police Department,WA0311600
9880,Kirkland Police Department,WA0170800
9881,Stevens County Sheriff's Office,WA0330000
9882,Pacific County Sheriff's Office,WA0250000
9883,West Richland Police Department,WA0030500
9884,Mattawa Police Department,WA0130900
9885,Centralia Police Department,WA0210100
9886,Ephrata Police Department,WA0130100
9887,Douglas County Sheriff's Office,WA0090000
9888,Toppenish Police Department,WA0390300
9889,Tukwila Police Department,WA0172300
9890,King County Sheriff's Office,WA0170000
9891,Swinomish Tribal,WADI06400
9892,Pe Ell Police Department,WA0210900
9893,Washington State University: Vancouver,WA0061000
9894,Washington State University: Pullman,WA0380500
9895,Longview Police Department,WA0080200
9896,Marysville Police Department,WA0310500
9897,Othello Police Department,WA0010100
9898,La Center Police Department,WA0060600
9899,College Place Police Department,WA0360200
9900,Upper Skagit Tribal,WADI06500
9901,Tacoma Police Department,WA0270300
9902,Clallam County Sheriff's Office,WA0050000
9903,Western Washington University,WA0370800
9904,Odessa Police Department,WA0220600
9905,Ferry County Sheriff's Office,WA0100000
9906,Moxee Police Department,WA0391400
9907,Whatcom County Sheriff's Office,WA0370000
9908,North Bend Police Department,WA0171100
9909,Oakville Police Department,WA0140700
9910,Shelton Police Department,WA0230400
9911,Uniontown Police Department,WA0381600
9912,Bingen Police Department,WA0200200
9913,Mercer Island Police Department,WA0170900
9914,Kelso Police Department,WA0080100
9915,Quinault Indian Nation,WADI05400
9916,Raymond Police Department,WA0250100
9917,Bonney Lake Police Department,WA0271400
9918,Union Gap Police Department,WA0390400
9919,Spokane Valley Police Department,WA0321500
9920,Lewis County Sheriff's Office,WA0210000
9921,Grant County Sheriff's Office,WA0130000
9922,Skamania County Sheriff's Office,WA0300000
9923,Maple Valley Police Department,WA0174700
9924,Auburn Police Department,WA0170100
9925,University of Washington,WA0172400
9926,Wenatchee Police Department,WA0040400
9927,Colton Police Department,WA0380600
9928,Ridgefield Police Department,WA0060500
9929,Mountlake Terrace Police Department,WA0310600
9930,Ritzville Police Department,WA0010200
9931,Port Gamble S'Klallam Tribal,WADI06600
9932,Edgewood Police Department,WA0272500
9933,Sumner Police Department,WA0270200
9934,Walla Walla Police Department,WA0360100
9935,Cosmopolis Police Department,WA0140600
9936,Mill Creek Police Department,WA0312100
9937,Skagit County Interlocal Drug Enforcement Unit,WA0291000
9938,Sumas Police Department,WA0370700
9939,Reardan Police Department,WA0220700
9940,Asotin County Sheriff's Office,WA0020000
9941,Sammamish Police Department,WA0175000
9942,Winlock Police Department,WA0211200
9943,Warden Police Department,WA0131100
9944,Omak Police Department,WA0240300
9945,Bainbridge Island Police Department,WA0180700
9946,Republic Police Department,WA0100100
9947,Redmond Police Department,WA0171200
9948,San Juan County Sheriff's Office,WA0280000
9949,Spokane Police Department,WA0320400
9950,Orting Police Department,WA0271300
9951,Squaxin Island Tribal,WADI05500
9952,Issaquah Police Department,WA0170600
9953,South Bend Police Department,WA0250200
9954,East Wenatchee Police Department,WA0090200
9955,Yakima Police Department,WA0390500
9956,Prosser Police Department,WA0030300
9957,Colville Police Department,WA0330200
9958,Jefferson County Sheriff's Office,WA0160000
9959,Stanwood Police Department,WA0311400
9960,Pend Oreille County Sheriff's Office,WA0260000
9961,Grand Coulee Police Department,WA0130700
9962,Thurston County Sheriff's Office,WA0340000
9963,Tenino Police Department,WA0340800
9964,Morton Police Department,WA0210300
9965,Garfield Police Department,WA0380700
9966,Pacific Police Department,WA0172100
9967,Kalama Police Department,WA0080400
